STATEFP,COUNTYFP,COUNTYNS,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,geometry
36,079,00974138,0500000US36079,36079,Putnam,Putnam County,NY,New York,06,596224258,41226168,"list(list(c(-73.981384, -73.947294, -73.981486, -73.933775, -73.673285, -73.579783, -73.5296777143013, -73.536969, -73.5431832079963, -73.5441352908263, -73.780334, -73.982532, -73.981384, 41.324693, 41.394765, 41.438905, 41.488279, 41.514701, 41.526461, 41.5271610211283, 41.441094, 41.3763973085168, 41.3664850865317, 41.342647, 41.321824, 41.324693)))"
36,045,00974121,0500000US36045,36045,Jefferson,Jefferson County,NY,New York,06,3285929042,1524605118,"list(list(c(-76.412138, -76.279314, -76.307674, -76.37556, -76.361836, -76.370706, -76.355679, -76.334584, -76.286547, -76.206777, -76.164265, -76.161833, -76.097351, -76.000998, -75.94954, -75.8612711928347, -75.446124, -75.545886, -75.484528, -75.542898, -75.60367, -75.758157, -75.84056, -75.850534, -75.786759, -75.774553, -76.025087, -76.022003, -76.2014825473857, -76.213205, -76.229268, -76.296758, -76.361037, -76.441848, -76.412138, 43.925676, 43.972462, 44.025277, 44.031536, 44.072721, 44.100499, 
44.133258, 44.164945, 44.203773, 44.214543, 44.239603, 44.280777, 44.299547, 44.347534, 44.349129, 44.4051920135031, 44.217655, 44.102978, 44.074172, 43.967795, 43.971363, 43.878785, 43.883976, 43.791886, 43.78832, 43.688884, 43.707018, 43.668143, 43.6802859602237, 43.753513, 43.804135, 43.857079, 43.872585, 43.882864, 43.925676)))"
36,049,00974123,0500000US36049,36049,Lewis,Lewis County,NY,New York,06,3301307189,39612949,"list(list(c(-75.84056, -75.758157, -75.60367, -75.542898, -75.484528, -75.545886, -75.446124, -75.170159, -75.11016, -75.5335, -75.756213, -75.774553, -75.786759, -75.850534, -75.84056, 43.883976, 43.878785, 43.971363, 43.967795, 44.074172, 44.102978, 44.217655, 44.096959, 43.615229, 43.419756, 43.470388, 43.688884, 43.78832, 43.791886, 43.883976)))"
36,027,00974112,0500000US36027,36027,Dutchess,Dutchess County,NY,New York,06,2060721458,76913171,"list(list(c(-74.000108, -73.953307, -73.941081, -73.964413, -73.929626, -73.71093, -73.527072, -73.4896799420321, -73.487314, -73.505008, -73.5179187906382, -73.520017, -73.5296777143013, -73.579783, -73.673285, -73.933775, -73.981486, -74.000108, 41.456549, 41.589977, 41.735993, 41.913148, 42.078778, 42.005488, 41.97798, 42.0537977095867, 42.049638, 41.823773, 41.66672053071, 41.641197, 41.5271610211283, 41.526461, 41.514701, 41.488279, 41.438905, 41.456549)))"
36,011,00974104,0500000US36011,36011,Cayuga,Cayuga County,NY,New York,06,1791190744,445707952,"list(list(c(-76.73674, -76.713806, -76.702324, -76.7220025657128, -76.684856, -76.630774, -76.6172137325776, -76.605012, -76.479224, -76.491941, -76.450738, -76.356974, -76.274673, -76.265584, -76.4584, -76.666543, -76.731636, -76.73674, 42.970286, 43.024035, 43.080159, 43.3375801959814, 43.352691, 43.413356, 43.4201755544656, 43.25357, 43.227519, 43.004964, 42.84576, 42.84945, 42.771257, 42.623588, 42.618615, 42.623457, 42.72074, 42.970286)))"
36,039,00974118,0500000US36039,36039,Greene,Greene County,NY,New York,06,1676140499,28201061,"list(list(c(-74.53731, -74.443506, -74.244692, -74.254303, -73.783721, -73.786832, -73.910675, -74.00245, -74.074797, -74.307571, -74.451713, -74.53731, 42.201424, 42.355017, 42.377159, 42.408207, 42.464231, 42.273007, 42.127293, 42.176992, 42.096589, 42.114346, 42.169225, 42.201424)))"
36,043,00974120,0500000US36043,36043,Herkimer,Herkimer County,NY,New York,06,3655871582,120356396,"list(list(c(-75.219106, -75.069165, -75.07066, -75.072161, -75.072826, -75.073494, -75.073787, -75.073748, -75.073529, -75.0728, -75.072006, -75.070597, -75.07014, -75.069959, -75.070264, -75.070654, -75.071492, -75.073002, -75.073673, -75.074489, -75.075285, -75.076818, -75.077593, -75.079434, -75.080889, -75.081266, -75.081823, -75.082566, -75.083933, -75.085241, -75.086798, -75.088129, -75.088627, -75.090899, -75.093113, -75.094075, -75.097724, -75.099952, -75.101268, -75.102443, -75.104119, -75.105415, 
-75.106606, -75.107536, -75.109574, -75.111136, -75.111954, -75.112965, -75.113685, -75.114188, -75.11539, -75.116653, -75.117704, -75.119068, -75.119722, -75.120563, -75.122197, -75.122684, -75.123096, -75.123342, -75.123191, -75.123622, -75.123725, -75.123923, -75.124326, -75.125467, -75.125966, -75.126325, -75.126848, -75.127571, -75.131792, -75.134887, -75.136398, -75.137101, -75.137661, -75.138019, -75.13885, -75.140883, -75.141946, -75.142336, -75.142703, -75.143185, -75.143828, -75.144426, 
-75.144744, -75.144841, -75.14525, -75.14552, -75.147288, -75.147996, -75.148566, -75.148717, -75.148548, -75.148207, -75.147907, -75.148243, -75.148609, -75.149341, -75.149769, -75.150974, -75.1516, -75.151813, -75.151581, -75.15143, -75.151296, -75.152468, -75.152983, -75.152904, -75.152504, -75.152785, -75.153453, -75.154246, -75.154759, -75.155066, -75.155362, -75.156681, -75.157553, -75.158403, -75.16035, -75.161886, -75.076581, -75.11016, -75.170159, -75.062779, -74.854171, -74.775617, -74.867712, 
-74.712615, -74.695985, -74.763614, -74.759895, -74.743805, -74.763303, -74.878822, -74.906738, -75.100999, -75.210642, -75.212158, -75.219106, 43.052469, 43.227333, 43.22739, 43.227622, 43.227894, 43.228657, 43.229505, 43.230394, 43.231072, 43.231673, 43.231921, 43.232234, 43.23257, 43.232952, 43.233622, 43.234037, 43.23448, 43.234817, 43.234791, 43.234622, 43.234332, 43.233382, 43.233035, 43.232047, 43.231763, 43.231566, 43.231121, 43.230798, 43.230538, 43.23047, 43.230506, 43.230466, 43.2305, 
43.230492, 43.230787, 43.231046, 43.232272, 43.233074, 43.233827, 43.234563, 43.235488, 43.236152, 43.23655, 43.236808, 43.237158, 43.237736, 43.238106, 43.238727, 43.239072, 43.239197, 43.238967, 43.238995, 43.239222, 43.239782, 43.240102, 43.2404, 43.240868, 43.241048, 43.241357, 43.241762, 43.242944, 43.244775, 43.245862, 43.2465, 43.246758, 43.247225, 43.247236, 43.247414, 43.247387, 43.247572, 43.247886, 43.248318, 43.2487, 43.24924, 43.249923, 43.250069, 43.251063, 43.251792, 43.2527, 43.253667, 
43.255001, 43.255174, 43.255198, 43.25504, 43.254583, 43.253089, 43.252387, 43.252219, 43.251991, 43.251412, 43.250542, 43.250069, 43.249649, 43.249169, 43.248469, 43.247345, 43.247033, 43.246727, 43.246682, 43.246903, 43.247437, 43.24807, 43.250069, 43.250352, 43.251866, 43.253623, 43.25497, 43.256355, 43.257811, 43.258328, 43.258718, 43.258649, 43.257975, 43.257097, 43.256688, 43.255844, 43.255562, 43.25554, 43.255805, 43.257349, 43.330705, 43.615229, 44.096959, 44.0504, 44.070089, 43.486677, 43.339826, 
43.286143, 43.174177, 43.057962, 43.047423, 43.030741, 42.863237, 42.898274, 42.824943, 42.908363, 42.856549, 42.879973, 43.052469)))"
36,025,00974111,0500000US36025,36025,Delaware,Delaware County,NY,New York,06,3736306657,64163829,"list(list(c(-75.415319, -75.197237, -74.844121, -74.71158, -74.618895, -74.443506, -74.53731, -74.451713, -74.530985, -74.780693, -75.1452931756179, -75.190203, -75.263005, -75.291762, -75.341125, -75.3599310768702, -75.402239, -75.418421, -75.415319, 42.314151, 42.358329, 42.512591, 42.517799, 42.424389, 42.355017, 42.201424, 42.169225, 42.146475, 42.016375, 41.8497375185041, 41.862454, 41.885109, 41.947092, 41.992772, 41.9936893594868, 42.010699, 42.195032, 42.314151)))"
36,071,00974134,0500000US36071,36071,Orange,Orange County,NY,New York,06,2103893102,68032228,"list(list(c(-74.761435, -74.475619, -74.367055, -74.264292, -74.053685, -73.953307, -74.000108, -73.981486, -73.947294, -73.981384, -74.2343628312304, -74.234473, -74.301994, -74.3670382614474, -74.457584, -74.694914, -74.734893, -74.7562718347252, -74.761435, 41.490245, 41.503953, 41.590977, 41.632629, 41.58061, 41.589977, 41.456549, 41.438905, 41.394765, 41.324693, 41.1428352715346, 41.142883, 41.172594, 41.2042114724438, 41.248225, 41.357423, 41.425818, 41.4276274285434, 41.490245)))"
36,033,00974115,0500000US36033,36033,Franklin,Franklin County,NY,New York,06,4219857155,176622254,"list(list(c(-74.611048, -74.436934, -74.234136, -74.0274312115718, -73.986382, -73.966148, -73.909687, -74.141424, -74.09349, -74.28187, -74.535156, -74.525683, -74.6447393198257, -74.611048, 44.999203, 44.996177, 44.992148, 44.9973653643332, 44.707773, 44.709118, 44.429699, 44.407268, 44.137615, 44.120552, 44.09925, 44.170636, 44.9970275604167, 44.999203)))"
36,007,00974102,0500000US36007,36007,Broome,Broome County,NY,New York,06,1827594819,25109986,"list(list(c(-76.130181, -76.021374, -75.86402, -75.836502, -75.638299, -75.63711, -75.483638, -75.418421, -75.402239, -75.3599310768702, -75.477144, -75.4831402165408, -75.5531194388128, -75.870677, -76.10584, -76.104829, -76.108949, -76.080666, -76.130181, 42.410337, 42.409008, 42.415702, 42.244283, 42.248686, 42.195628, 42.195183, 42.195032, 42.010699, 41.9936893594868, 41.999407, 41.9993981778443, 41.999295218322, 41.998828, 41.998858, 42.031568, 42.074574, 42.257985, 42.410337)))"
36,115,00974155,0500000US36115,36115,Washington,Washington County,NY,New York,06,2152713650,38126949,"list(list(c(-73.636651, -73.49291, -73.43812, -73.3825261495399, -73.350707, -73.3611071516843, -73.393723, -73.414546, -73.424977, -73.395767, -73.327702, -73.292113, -73.242042, -73.252832, -73.2553558380576, -73.26978, -73.2700087311636, -73.273832807021, -73.430623, -73.635463, -73.577876, -73.59496, -73.636651, 43.497242, 43.657139, 43.803687, 43.8081589885495, 43.770463, 43.7532334572839, 43.6992, 43.658209, 43.598775, 43.568087, 43.625913, 43.584509, 43.534925, 43.363493, 43.3147123986, 43.035923, 
43.0307142926875, 42.9436317475265, 42.95865, 42.94129, 43.056888, 43.306118, 43.497242)))"
36,097,00974146,0500000US36097,36097,Schuyler,Schuyler County,NY,New York,06,850405404,36246373,"list(list(c(-77.107203, -76.989329, -76.987913, -76.889805, -76.895596, -76.696655, -76.691406, -76.619303, -76.642256, -76.732677, -76.733912, -76.965028, -77.099657, -77.107203, 42.483771, 42.484821, 42.463239, 42.463054, 42.541537, 42.54679, 42.284307, 42.282853, 42.233721, 42.248052, 42.29372, 42.278495, 42.272356, 42.483771)))"
36,029,00974113,0500000US36029,36029,Erie,Erie County,NY,New York,06,2700660508,476879106,"list(list(c(-79.111361, -79.06376, -79.04886, -78.972378, -78.904843, -78.851355, -78.8568849923499, -78.865656, -78.882557, -78.912458, -78.909159, -78.927957, -78.961761, -79.019964, -79.00545, -79.018246, -79.0195778848943, -78.945262, -78.90586, -78.89326, -78.890159, -78.868756, -78.83935, -78.825366, -78.83126, -78.744015, -78.727647, -78.603989, -78.510384, -78.464449, -78.464381, -78.486249, -78.463233, -78.46394, -78.695937, -78.919766, -78.991702, -79.060777, -79.107778, -79.1359444040216, 
-79.111361, 42.613358, 42.644758, 42.689158, 42.715991, 42.746121, 42.791758, 42.8052919998773, 42.826758, 42.867258, 42.886557, 42.933257, 42.952922, 42.957756, 42.994756, 43.057231, 43.066016, 43.0662964678904, 43.066956, 43.051556, 43.038756, 43.021956, 43.023262, 43.019453, 43.033656, 43.050246, 43.070376, 43.08622, 43.072025, 43.097958, 43.088703, 42.867461, 42.85733, 42.780461, 42.536332, 42.47194, 42.442386, 42.529249, 42.537853, 42.569965, 42.5691787099736, 42.613358)))"
36,047,00974122,0500000US36047,36047,Kings,Kings County,NY,New York,06,179684485,71158757,"list(list(c(-74.067720330319, -74.047313, -74.0470400238482, -74.0411562443035, -74.0309270856838, -73.965572, -73.962645, -73.962478, -73.923127, -73.922711, -73.896518, -73.879616, -73.868717, -73.863787, -73.848338, -73.8254940011311, -73.940591, -73.9737917702446, -73.991346, -74.0365576544541, -74.0379705239158, -74.041393, -74.05663, -74.055749, -74.0710905992629, -74.067720330319, 40.6703805942446, 40.690466, 40.6910044377047, 40.7026100257088, 40.7227867504936, 40.71895, 40.722747, 40.736802, 
40.717024, 40.716478, 40.682397, 40.691106, 40.694622, 40.681114, 40.643521, 40.5761495789939, 40.542896, 40.5608547025179, 40.57035, 40.5889884137416, 40.5895708663395, 40.603106, 40.627287, 40.651476, 40.6670634911162, 40.6703805942446)))"
36,111,00974153,0500000US36111,36111,Ulster,Ulster County,NY,New York,06,2911757764,94596811,"list(list(c(-74.530985, -74.451713, -74.307571, -74.074797, -74.00245, -73.910675, -73.929626, -73.964413, -73.941081, -73.953307, -74.053685, -74.264292, -74.367055, -74.395071, -74.575086, -74.453685, -74.780693, -74.530985, 42.146475, 42.169225, 42.114346, 42.096589, 42.176992, 42.127293, 42.078778, 41.913148, 41.735993, 41.589977, 41.58061, 41.632629, 41.590977, 41.644876, 41.745258, 41.875595, 42.016375, 42.146475)))"
36,089,00977309,0500000US36089,36089,St. Lawrence,St. Lawrence County,NY,New York,06,6939914687,367260873,"list(list(c(-75.834126, -75.807778, -75.76623, -75.567413, -75.423943, -75.333744, -75.255517, -75.142958, -75.066245, -75.005155, -74.992756, -74.907956, -74.834669, -74.74464, -74.725813431619, -74.6447393198257, -74.525683, -74.535156, -74.854171, -75.062779, -75.170159, -75.446124, -75.8612711928347, -75.834126, 44.422433, 44.471644, 44.515851, 44.658709, 44.756329, 44.806378, 44.857651, 44.900237, 44.930174, 44.958402, 44.977449, 44.983359, 45.014683, 44.990577, 44.9917926265259, 44.9970275604167, 
44.170636, 44.09925, 44.070089, 44.0504, 44.096959, 44.217655, 44.4051920135031, 44.422433)))"
36,055,00974126,0500000US36055,36055,Monroe,Monroe County,NY,New York,06,1701475181,1838271361,"list(list(c(-77.995698, -77.9955897949384, -77.994838, -77.816533, -77.8082634096072, -77.760231, -77.660359, -77.551022, -77.50092, -77.3760519959534, -77.371478, -77.485418, -77.482517, -77.580377, -77.759052, -77.730957, -77.909832, -77.904121, -77.905934, -77.99729, -77.995698, 43.284963, 43.3653102556776, 43.365259, 43.34356, 43.3432076368983, 43.341161, 43.282998, 43.235763, 43.250363, 43.274033763487, 43.034696, 43.034564, 42.943164, 42.943963, 42.940462, 42.988372, 42.987762, 43.037056, 43.133561, 
43.132981, 43.284963)))"
